dispatch_id,date,user_id,material_type,dispatched_qty,destination,status
170,2023-01-25 00:00:00,24,Paper,151.59,Location_9,Completed
171,2023-02-26 00:00:00,96,Metal,159.84,Location_5,Rejected
172,2023-09-26 00:00:00,46,Metal,265.3,Location_7,Rejected
173,2023-10-17 00:00:00,36,Metal,457.13,Location_9,Pending
174,2023-09-10 00:00:00,3,Glass,68.83,Location_5,Pending
175,2023-05-28 00:00:00,27,Paper,248.95,Location_7,Rejected
176,2023-10-11 00:00:00,10,Glass,101.93,Location_19,Completed
177,2023-01-21 00:00:00,68,Paper,215.87,Location_12,Completed
178,2023-08-08 00:00:00,13,Organic,214.5,Location_15,Rejected
179,2023-05-26 00:00:00,40,Plastic,253.87,Location_11,Completed
180,2023-07-23 00:00:00,57,Organic,35.31,Location_12,Completed
181,2023-02-08 00:00:00,87,Organic,343.13,Location_20,Pending
182,2023-03-10 00:00:00,60,Paper,406.5,Location_8,Pending
183,2023-02-10 00:00:00,48,Metal,84.72,Location_2,Rejected
184,2023-09-04 00:00:00,76,Organic,265.38,Location_8,Rejected
185,2023-08-06 00:00:00,47,Metal,186.23,Location_12,Completed
186,2024-02-17 00:00:00,29,Plastic,127.24,Location_15,Completed
187,2023-04-14 00:00:00,79,Paper,96.05,Location_1,Rejected
188,2023-03-26 00:00:00,6,Metal,401.2,Location_18,Rejected
189,2023-03-05 00:00:00,71,Paper,248.42,Location_1,Pending
190,2023-01-01 00:00:00,36,Metal,422.61,Location_9,Pending
191,2024-01-06 00:00:00,28,Organic,320.6,Location_13,Pending
192,2023-09-12 00:00:00,73,Organic,212.18,Location_3,Completed
193,2023-10-17 00:00:00,47,Plastic,435.4,Location_9,Pending
194,2023-02-22 00:00:00,56,Plastic,64.49,Location_16,Pending
195,2023-01-08 00:00:00,46,Paper,118.78,Location_13,Completed
196,2023-11-15 00:00:00,94,Glass,429.87,Location_12,Completed
197,2023-02-22 00:00:00,6,Organic,21.65,Location_1,Rejected
198,2023-05-08 00:00:00,9,Organic,246.49,Location_20,Rejected
199,2023-09-15 00:00:00,46,Glass,433.63,Location_19,Completed
200,2023-03-18 00:00:00,68,Glass,212.86,Location_10,Pending
201,2023-04-19 00:00:00,17,Glass,164.41,Location_13,Rejected
202,2023-10-28 00:00:00,44,Metal,386.24,Location_14,Pending
203,2023-09-23 00:00:00,52,Metal,170.72,Location_14,Completed
204,2024-03-17 00:00:00,25,Paper,328.76,Location_19,Pending
205,2023-09-19 00:00:00,73,Paper,452.16,Location_17,Completed
206,2023-10-02 00:00:00,9,Organic,415.31,Location_6,Rejected
207,2023-04-07 00:00:00,71,Plastic,438.23,Location_9,Rejected
208,2023-01-23 00:00:00,2,Paper,192.47,Location_16,Rejected
209,2024-03-21 00:00:00,70,Plastic,277.34,Location_1,Completed
210,2023-08-11 00:00:00,100,Glass,17.56,Location_18,Pending
211,2024-03-06 00:00:00,12,Plastic,431.13,Location_15,Pending
212,2023-11-16 00:00:00,18,Plastic,131.39,Location_1,Completed
213,2023-09-15 00:00:00,43,Metal,289.88,Location_8,Pending
214,2023-08-10 00:00:00,44,Metal,41.66,Location_13,Pending
215,2023-10-13 00:00:00,57,Plastic,426.45,Location_6,Completed
216,2023-07-14 00:00:00,21,Plastic,415.94,Location_16,Completed
217,2024-02-28 00:00:00,36,Organic,133.38,Location_12,Pending
218,2023-04-01 00:00:00,39,Metal,298.27,Location_13,Completed
219,2023-10-13 00:00:00,7,Organic,439.69,Location_5,Completed
220,2023-05-08 00:00:00,90,Glass,457.72,Location_5,Pending
221,2024-01-28 00:00:00,40,Organic,364.17,Location_13,Completed
222,2023-09-25 00:00:00,74,Metal,439.38,Location_11,Rejected
223,2023-07-17 00:00:00,50,Glass,276.58,Location_15,Completed
224,2023-08-23 00:00:00,47,Paper,345.61,Location_17,Rejected
225,2023-02-19 00:00:00,49,Plastic,62.07,Location_7,Completed
226,2023-12-26 00:00:00,63,Plastic,460.03,Location_9,Pending
227,2023-09-01 00:00:00,97,Glass,213.08,Location_12,Rejected
228,2024-03-06 00:00:00,56,Glass,169.88,Location_4,Completed
229,2023-04-15 00:00:00,76,Organic,388.49,Location_5,Pending
230,2023-10-29 00:00:00,90,Glass,455.03,Location_5,Pending
231,2023-10-26 00:00:00,54,Organic,358.67,Location_13,Pending
232,2023-07-02 00:00:00,36,Plastic,47.47,Location_15,Pending
233,2023-10-19 00:00:00,17,Metal,164.13,Location_8,Completed
234,2023-03-11 00:00:00,64,Plastic,90.12,Location_12,Pending
235,2023-10-23 00:00:00,43,Plastic,87.73,Location_5,Pending
236,2023-06-30 00:00:00,6,Paper,362.28,Location_4,Completed
237,2023-01-15 00:00:00,100,Organic,173.09,Location_2,Pending
238,2023-12-17 00:00:00,40,Plastic,351.39,Location_10,Pending
239,2023-01-25 00:00:00,77,Paper,157.12,Location_18,Pending
240,2023-02-25 00:00:00,8,Paper,262.4,Location_3,Rejected
241,2023-03-26 00:00:00,37,Plastic,206.69,Location_10,Pending
242,2023-10-14 00:00:00,32,Metal,413.67,Location_13,Pending
243,2023-10-12 00:00:00,95,Metal,135.67,Location_13,Pending
244,2024-02-26 00:00:00,74,Organic,65.43,Location_12,Pending
245,2023-04-07 00:00:00,69,Glass,20.91,Location_11,Completed
246,2023-07-28 00:00:00,21,Glass,374.42,Location_14,Pending
247,2024-01-14 00:00:00,64,Plastic,242.9,Location_9,Rejected
248,2024-01-11 00:00:00,46,Paper,236.08,Location_2,Rejected
249,2023-08-12 00:00:00,49,Paper,335.08,Location_4,Completed
250,2023-09-18 00:00:00,49,Metal,424.37,Location_7,Rejected
251,2023-06-11 00:00:00,69,Organic,323.68,Location_18,Rejected
252,2023-06-05 00:00:00,12,Glass,16.75,Location_13,Rejected
253,2024-03-01 00:00:00,57,Metal,301.43,Location_3,Pending
254,2023-02-10 00:00:00,70,Plastic,76.11,Location_13,Pending
255,2023-06-13 00:00:00,28,Paper,393.07,Location_17,Completed
256,2023-12-17 00:00:00,12,Glass,305.67,Location_12,Completed
257,2023-02-24 00:00:00,94,Paper,222.1,Location_1,Completed
258,2024-01-08 00:00:00,57,Organic,269.93,Location_16,Rejected
259,2023-01-14 00:00:00,96,Organic,173.65,Location_4,Completed
260,2024-02-14 00:00:00,34,Metal,188.5,Location_13,Completed
261,2023-04-11 00:00:00,80,Paper,16.79,Location_13,Completed
262,2023-07-10 00:00:00,86,Paper,359.66,Location_17,Completed
263,2023-09-09 00:00:00,34,Plastic,265.69,Location_14,Pending
264,2023-08-19 00:00:00,35,Paper,76.02,Location_17,Rejected
265,2023-08-20 00:00:00,74,Organic,161.82,Location_4,Completed
266,2023-05-15 00:00:00,94,Paper,42.53,Location_7,Pending
267,2023-11-16 00:00:00,56,Metal,68.46,Location_15,Completed
268,2024-03-04 00:00:00,26,Metal,336.75,Location_4,Rejected
269,2024-01-30 00:00:00,89,Glass,431.85,Location_1,Rejected
270,2023-02-24 00:00:00,38,Glass,33.79,Location_8,Rejected
271,2023-07-25 00:00:00,23,Paper,264.13,Location_7,Rejected
272,2023-08-06 00:00:00,17,Metal,369.69,Location_4,Completed
273,2023-05-07 00:00:00,11,Plastic,205.2,Location_1,Pending
274,2023-07-07 00:00:00,61,Plastic,469.24,Location_17,Completed
275,2023-12-08 00:00:00,35,Plastic,114.02,Location_16,Rejected
276,2023-04-10 00:00:00,85,Paper,185.89,Location_9,Rejected
277,2024-01-12 00:00:00,2,Paper,28.29,Location_19,Completed
278,2023-10-17 00:00:00,45,Glass,237.41,Location_3,Completed
279,2024-02-10 00:00:00,23,Metal,90.07,Location_18,Pending
280,2023-05-01 00:00:00,26,Paper,210.13,Location_10,Pending
281,2023-01-24 00:00:00,92,Organic,472.22,Location_11,Rejected
282,2023-07-13 00:00:00,13,Metal,221.21,Location_17,Pending
283,2023-11-29 00:00:00,46,Paper,36.86,Location_4,Pending
284,2023-12-01 00:00:00,60,Plastic,329.49,Location_5,Rejected
285,2023-10-31 00:00:00,90,Organic,41.8,Location_4,Completed
286,2023-08-27 00:00:00,89,Glass,228.07,Location_9,Pending
287,2023-08-26 00:00:00,85,Glass,343.4,Location_15,Rejected
288,2023-07-15 00:00:00,46,Glass,47.46,Location_6,Pending
289,2023-03-27 00:00:00,6,Plastic,380.41,Location_12,Completed
290,2023-10-10 00:00:00,31,Glass,79.62,Location_9,Rejected
291,2023-01-19 00:00:00,55,Paper,250.82,Location_17,Rejected
292,2023-05-31 00:00:00,4,Glass,70.46,Location_17,Rejected
293,2023-01-10 00:00:00,17,Metal,333.53,Location_8,Completed
294,2023-03-10 00:00:00,47,Plastic,332.06,Location_4,Pending
295,2023-04-04 00:00:00,48,Metal,132.51,Location_4,Pending
296,2024-01-28 00:00:00,9,Paper,269.75,Location_16,Rejected
297,2024-02-22 00:00:00,13,Plastic,319.02,Location_18,Rejected
298,2023-12-08 00:00:00,58,Metal,449.23,Location_6,Completed
299,2023-02-08 00:00:00,12,Glass,124.93,Location_10,Rejected
300,2023-06-22 00:00:00,23,Organic,184.1,Location_11,Pending
301,2023-01-28 00:00:00,41,Plastic,87.23,Location_19,Completed
302,2023-08-03 00:00:00,78,Organic,366.55,Location_2,Pending
303,2023-05-23 00:00:00,15,Paper,138.21,Location_12,Rejected
304,2023-11-13 00:00:00,15,Paper,192.42,Location_18,Rejected
305,2023-12-26 00:00:00,15,Glass,416.33,Location_12,Completed
306,2023-09-07 00:00:00,37,Glass,260.21,Location_19,Completed
307,2023-01-20 00:00:00,6,Glass,35.37,Location_18,Pending
308,2023-06-25 00:00:00,49,Organic,133.93,Location_13,Rejected
309,2023-09-12 00:00:00,63,Organic,152.68,Location_1,Pending
310,2023-10-02 00:00:00,63,Metal,136.05,Location_19,Rejected
311,2023-03-18 00:00:00,62,Glass,39.47,Location_12,Completed
312,2023-01-14 00:00:00,83,Metal,278.18,Location_9,Pending
313,2024-02-27 00:00:00,42,Glass,141.05,Location_14,Pending
314,2024-01-23 00:00:00,74,Paper,246.28,Location_15,Rejected
315,2023-12-26 00:00:00,85,Organic,23.93,Location_10,Completed
316,2023-08-22 00:00:00,26,Plastic,305.29,Location_17,Pending
317,2023-02-12 00:00:00,58,Paper,99.09,Location_15,Completed
318,2023-04-27 00:00:00,64,Organic,201.48,Location_2,Pending
319,2023-08-18 00:00:00,55,Metal,206.16,Location_20,Rejected
320,2023-05-25 00:00:00,87,Organic,127.61,Location_18,Pending
321,2023-10-28 00:00:00,68,Paper,93.34,Location_10,Completed
322,2024-02-12 00:00:00,31,Paper,219.39,Location_20,Completed
323,2023-11-20 00:00:00,16,Plastic,117.23,Location_2,Pending
324,2024-02-06 00:00:00,92,Paper,98.44,Location_12,Completed
325,2023-09-12 00:00:00,75,Organic,301.12,Location_14,Completed
326,2023-11-10 00:00:00,15,Metal,12.5,Location_12,Rejected
327,2024-02-08 00:00:00,95,Metal,43.06,Location_3,Pending
328,2023-05-13 00:00:00,62,Plastic,248.38,Location_15,Pending
329,2023-03-29 00:00:00,15,Paper,388.32,Location_6,Rejected
330,2023-07-10 00:00:00,6,Metal,441.59,Location_3,Rejected
331,2023-06-27 00:00:00,76,Paper,135.79,Location_11,Rejected
332,2023-10-22 00:00:00,57,Metal,220.46,Location_11,Rejected
333,2024-01-06 00:00:00,98,Organic,222.59,Location_7,Pending
334,2023-05-29 00:00:00,37,Metal,280.12,Location_10,Pending
335,2023-11-12 00:00:00,30,Paper,119.81,Location_7,Completed
336,2023-05-04 00:00:00,75,Paper,333.16,Location_14,Pending
337,2023-11-17 00:00:00,43,Paper,324.44,Location_5,Pending
338,2024-01-20 00:00:00,19,Glass,215.56,Location_10,Rejected
339,2023-02-21 00:00:00,58,Paper,117.03,Location_10,Rejected
340,2023-02-06 00:00:00,18,Plastic,114.59,Location_7,Pending
341,2024-02-27 00:00:00,12,Organic,245.07,Location_13,Completed
342,2023-01-30 00:00:00,56,Paper,206,Location_18,Pending
343,2023-09-03 00:00:00,61,Metal,267.35,Location_2,Pending
344,2023-03-31 00:00:00,86,Organic,438.68,Location_5,Completed
345,2023-02-05 00:00:00,7,Plastic,303,Location_16,Pending
346,2024-01-08 00:00:00,41,Plastic,401.82,Location_4,Completed
347,2023-08-06 00:00:00,96,Metal,117.57,Location_13,Pending
348,2023-01-02 00:00:00,98,Organic,346.14,Location_11,Pending
349,2023-05-13 00:00:00,41,Paper,18.63,Location_14,Completed
350,2023-02-20 00:00:00,6,Glass,492.28,Location_5,Pending
351,2023-01-29 00:00:00,53,Paper,213.25,Location_8,Rejected
352,2023-06-03 00:00:00,28,Paper,195.4,Location_16,Rejected
353,2023-03-20 00:00:00,72,Metal,132.03,Location_15,Completed
354,2024-03-08 00:00:00,57,Organic,24.06,Location_12,Pending
355,2023-08-13 00:00:00,64,Metal,17.07,Location_4,Pending
356,2023-10-07 00:00:00,92,Plastic,488.7,Location_7,Pending
357,2023-04-27 00:00:00,24,Organic,407.39,Location_14,Rejected
358,2023-02-20 00:00:00,1,Organic,264.07,Location_18,Pending
359,2024-03-04 00:00:00,58,Glass,215.95,Location_3,Pending
360,2023-06-05 00:00:00,6,Plastic,84.22,Location_10,Rejected
361,2023-03-15 00:00:00,40,Paper,392.64,Location_16,Rejected
362,2023-01-11 00:00:00,40,Paper,475.15,Location_15,Completed
363,2023-01-06 00:00:00,68,Paper,224.65,Location_15,Pending
364,2023-07-18 00:00:00,29,Organic,106.33,Location_9,Rejected
365,2023-05-20 00:00:00,39,Plastic,468.18,Location_15,Completed
366,2024-03-18 00:00:00,56,Paper,214.73,Location_5,Pending
367,2023-01-29 00:00:00,22,Paper,226.68,Location_20,Rejected
368,2023-08-02 00:00:00,97,Glass,25.35,Location_11,Rejected
369,2023-09-24 00:00:00,100,Organic,107.88,Location_3,Pending
370,2023-04-28 00:00:00,92,Metal,312.58,Location_15,Completed
371,2024-02-15 00:00:00,57,Glass,310.22,Location_3,Completed
372,2023-03-14 00:00:00,81,Plastic,479.94,Location_15,Pending
373,2023-12-09 00:00:00,27,Paper,67.21,Location_7,Pending
374,2023-09-28 00:00:00,2,Organic,248.05,Location_18,Pending
375,2024-01-31 00:00:00,97,Plastic,86,Location_19,Rejected
376,2024-01-05 00:00:00,49,Glass,47.3,Location_10,Rejected
377,2023-08-02 00:00:00,33,Metal,296.55,Location_6,Rejected
378,2023-12-01 00:00:00,55,Paper,274.3,Location_17,Rejected
379,2023-04-19 00:00:00,75,Paper,475.89,Location_16,Completed
380,2023-06-18 00:00:00,77,Glass,192.93,Location_12,Rejected
381,2024-02-22 00:00:00,90,Glass,365.65,Location_13,Completed
382,2023-04-27 00:00:00,83,Plastic,154.62,Location_2,Completed
383,2023-05-25 00:00:00,47,Paper,150.36,Location_5,Completed
384,2023-06-16 00:00:00,24,Metal,466.87,Location_6,Pending
385,2023-07-06 00:00:00,63,Glass,193.84,Location_13,Completed
386,2023-01-20 00:00:00,29,Glass,321.89,Location_14,Rejected
387,2023-04-19 00:00:00,48,Plastic,273.31,Location_4,Pending
388,2023-10-31 00:00:00,56,Plastic,181.33,Location_20,Rejected
389,2023-12-02 00:00:00,27,Plastic,435.66,Location_17,Completed
390,2023-04-27 00:00:00,46,Plastic,413.41,Location_16,Rejected
391,2023-11-07 00:00:00,43,Paper,176.57,Location_13,Completed
392,2023-04-17 00:00:00,45,Glass,350.13,Location_12,Completed
393,2024-02-26 00:00:00,87,Metal,43.34,Location_11,Pending
394,2024-02-24 00:00:00,83,Paper,315.46,Location_17,Pending
395,2023-06-25 00:00:00,52,Metal,86.34,Location_6,Pending
396,2024-03-20 00:00:00,14,Paper,239.15,Location_10,Pending
397,2023-02-09 00:00:00,32,Metal,267.39,Location_13,Pending
398,2024-01-02 00:00:00,20,Organic,206,Location_16,Completed
399,2023-11-13 00:00:00,5,Organic,88.64,Location_14,Rejected
400,2023-12-21 00:00:00,40,Plastic,235.05,Location_20,Rejected
401,2024-01-25 00:00:00,72,Glass,414.35,Location_14,Pending
402,2023-10-23 00:00:00,41,Paper,242.18,Location_1,Rejected
403,2023-10-25 00:00:00,61,Plastic,359.84,Location_2,Completed
404,2023-05-31 00:00:00,46,Glass,99.25,Location_16,Completed
